Configuracao;Treinamento;Alg. Otimiz;Ativacao 1 Cam;Ativacao 2 Cam;Ativacao saída;Neuron 1 Camada;Neuron 2 Camada;TreinoFobj;TreinoErro1;TreinoCorr1;TreinoErro2;TreinoCorr2;TreinoErro3;TreinoCorr3;ValidFobj;ValidErro1;ValidCorr1;ValidErro2;ValidCorr2;ValidErro3;ValidCorr3;TesteFobj;TesteErro1;TesteCorr1;TesteErro2;TesteCorr2;TesteErro3;TesteCorr3;SimulaErro1;SimulaCorr1;SimulaErro2;SimulaCorr2;SimulaErro3;SimulaCorr3;phi;phi2;MAPE
62;3;trainlm;poslin;softmax;purelin;20;10;60.23188468;110.8657068;0.959056812;33.56530246;0.997192045;23.52913766;0.933514439;81.93927403;451.3729157;0.957845553;28.39640948;0.996917546;49.87159574;0.951077351;60.43568145;15.40676295;0.958672182;48.89322127;0.997198834;15.39967664;0.941291238;152.4294009;0.958146886;28.97235089;0.997256458;22.94618841;0.926279081;0.809811298;1;68.11598007
251;2;trainlm;tansig;softmax;purelin;35;25;67.47874404;197.1653437;0.955957593;35.80686139;0.996732104;28.37118325;0.939188851;56.88689974;27.73024739;0.967212142;30.29982997;0.997922029;19.33198101;0.947944772;50.41821956;49.08707961;0.965921713;34.96585107;0.997638726;16.23557177;0.965537172;154.2009184;0.95922411;29.02333187;0.997063042;21.79900266;0.933907035;0.904431406;1;68.34108431
196;2;trainlm;tansig;softmax;tansig;25;20;25.96449328;14.03072655;0.994251323;19.25631199;0.996882717;204.8862478;0.541610264;14.66673412;10.87339281;0.997960984;19.18887714;0.998370103;152.9268014;0.492306744;12.08598516;11.96053407;0.997938044;13.28281122;0.998959261;198.3306756;0.485293725;17.79092859;0.985315959;16.07110388;0.996237006;172.1572854;0.568779208;0.949664972;1;68.67310594
295;3;trainlm;tansig;purelin;purelin;5;5;50.96235925;116.5521809;0.979150588;56.27365453;0.994667272;16.7432271;0.948201497;44.92495086;65.10856891;0.975360755;61.66041517;0.993228747;11.83817568;0.912808893;63.0002474;30.76257211;0.977252216;53.81506526;0.993158768;14.58633861;0.93948377;139.114452;0.970876841;51.92190634;0.991937414;15.0993536;0.935379328;0.866958734;0.563783996;68.71190399
129;2;trainlm;poslin;purelin;purelin;5;15;66.20847665;144.6180469;0.97408779;60.58931064;0.992317007;19.66438381;0.951445545;49.25821014;48.04771051;0.973506528;71.88515901;0.994298534;12.54680777;0.929750346;46.6635993;98.55317875;0.978011619;55.05190513;0.996766728;19.1240532;0.952310581;135.9765359;0.975645806;52.84306696;0.993604373;17.55865027;0.941156248;0.919245652;0.405891612;68.79275104
94;4;trainlm;poslin;purelin;tansig;10;20;4823.210216;113.3882586;0.190077523;64.82848319;0.739172183;14.07633397;0.976785138;4219.980021;72.31096297;0.331318014;67.59779818;0.732118329;18.13354389;0.970477414;3893.860688;72.24497424;0.263467825;64.48259916;0.792839673;10.37599901;0.966424393;126.3639451;0.190398874;68.55732941;0.752090651;11.651732;0.974464715;0.934517418;0.120132338;68.85766883
88;1;trainlm;poslin;purelin;tansig;5;20;97.89080398;40.47101262;0.988887822;162.8935352;0.982091145;20.72330262;0.93805258;96.69185177;16.91067595;0.987997654;203.0701596;0.981057383;11.80014924;0.918826118;116.6481441;15.55382109;0.976457092;209.9403456;0.979238569;13.71022744;0.92776207;30.53055326;0.983417539;160.6480042;0.977570097;16.29211939;0.932596089;0.777440093;0.310610435;69.15689227
524;1;trainlm;purelin;softmax;tansig;20;10;52.18943737;37.00977709;0.987116008;72.76879912;0.993633133;93.93396912;-0.70702545;62.9005019;108.9269262;0.987649897;75.86506516;0.991500571;93.82607722;-0.69376262;48.33328613;174.0134752;0.989819843;54.68234481;0.995960924;91.6449727;-0.522890327;51.01283881;0.989501379;62.91714517;0.991325906;94.09194015;-0.622877867;0.179534398;1;69.34064138
463;2;trainlm;logsig;purelin;purelin;5;5;68.15102167;85.26627782;0.970760964;70.22279865;0.99134968;27.09833303;0.918875218;135.584046;104.5601954;0.960555555;61.64075963;0.988708802;48.57322249;0.928601257;138.5139316;68.12947551;0.953469644;48.25494319;0.984913012;22.10344845;0.922985273;123.6672389;0.953883449;60.23149009;0.987404678;24.20459741;0.915452552;0.866651936;0.444849687;69.36777546
130;1;trainlm;poslin;purelin;purelin;5;20;94.08435914;114.616576;0.948283808;69.27334585;0.994455644;16.85786012;0.953431413;74.96785349;74.42464282;0.941740806;91.30675797;0.992483891;10.40505937;0.925846544;113.2460178;100.4154643;0.916852211;77.71362326;0.991838514;11.66161938;0.93020815;130.9329108;0.941497895;63.30988632;0.992841119;14.51198447;0.943383761;0.85848814;0.224407151;69.58492721
