Configuracao;Treinamento;Alg. Otimiz;Ativacao 1 Cam;Ativacao 2 Cam;Ativacao saída;Neuron 1 Camada;Neuron 2 Camada;TreinoFobj;TreinoErro1;TreinoCorr1;TreinoErro2;TreinoCorr2;TreinoErro3;TreinoCorr3;ValidFobj;ValidErro1;ValidCorr1;ValidErro2;ValidCorr2;ValidErro3;ValidCorr3;TesteFobj;TesteErro1;TesteCorr1;TesteErro2;TesteCorr2;TesteErro3;TesteCorr3;SimulaErro1;SimulaCorr1;SimulaErro2;SimulaCorr2;SimulaErro3;SimulaCorr3;phi;phi2;MAPE
132;2;trainbfg;poslin;purelin;purelin;5;30;195.4943938;247.9524008;0.913030986;94.13028045;0.977016631;97.43818334;0.064455023;154.0508479;185.4521491;0.944174809;94.68664823;0.987375103;128.0814114;0.158006619;205.1256785;53.08521557;0.900523511;60.17736995;0.977699191;88.19754188;-0.077202609;186.8414007;0.907346499;85.0196371;0.97167723;95.66904686;-0.006344881;0.735777822;0.255088981;122.5100282
156;5;trainbfg;poslin;purelin;purelin;25;30;92.36890301;170.3187967;0.96701338;75.23600074;0.990763687;240.2203584;0.235125145;87.73353009;35.09716851;0.965747202;69.52091461;0.991631883;170.099344;0.236315824;155.2420089;93.51544307;0.951496347;67.37471617;0.981523876;249.7555733;0.177820157;110.4610915;0.964629027;71.11341444;0.987307748;186.463051;0.349430632;0.753745361;0.341454089;122.6791857
488;1;trainbfg;logsig;purelin;purelin;25;10;147.1045262;109.4414655;0.95403333;105.4971953;0.979497393;190.2413791;-0.174717844;147.9425131;232.7050376;0.955861761;95.35731673;0.982549481;224.2385325;-0.157874729;176.0962292;72.29477493;0.942875254;137.1745433;0.98192128;147.6960304;-0.131665948;101.0412843;0.952110635;91.98652371;0.976462056;175.3748754;-0.17452838;0.817680522;0.381191252;122.8008944
132;1;trainbfg;poslin;purelin;purelin;5;30;211.1952533;182.7986802;0.909097126;111.1748451;0.976991166;179.934075;-0.154533119;196.0882067;30.9058796;0.907570763;101.9378351;0.978884547;93.09945619;0.194049664;280.8538589;46.55061573;0.898164129;113.1447137;0.969919759;163.3319072;0.031686811;137.2192993;0.899413171;94.48009762;0.972890332;136.806771;-0.039174521;0.905536095;0.271958492;122.8353893
659;5;trainbfg;purelin;purelin;purelin;25;25;261.5520275;139.8859489;0.866674615;124.9165425;0.972736628;192.6006998;0.875512394;313.9491707;163.5564256;0.89274788;118.5456632;0.974072669;375.0612234;0.890115632;279.7966461;41.74813669;0.874497596;104.466898;0.970804329;143.3557383;0.812634584;98.24537183;0.871585761;104.9424358;0.968385684;165.518244;0.860146305;0.326524977;0.362634698;122.9020172
103;1;trainbfg;poslin;purelin;tansig;20;5;3311.187552;139.271352;0.901727127;68.24081239;0.35751099;194.657959;-1.33173E-16;2329.641782;69.75396185;0.890333667;65.58226071;0.474065615;131.0366096;0.256406351;3464.487766;346.829823;0.875562751;66.6794559;0.275100219;267.6528527;-2.03864E-16;124.9249521;0.889204015;71.82948224;0.274303124;172.1575544;0.027236666;0.833592763;0.555485747;122.9706629
150;1;trainbfg;poslin;purelin;purelin;20;30;75.82594341;78.97896267;0.964823013;53.43943919;0.99456556;274.2844727;-0.256564649;59.31361735;107.8988196;0.976860796;49.78143314;0.997398816;391.2078538;-0.379858676;96.35019235;270.5635893;0.960541904;55.05401093;0.993122952;249.4822508;-0.285643454;92.64591579;0.963834038;46.70298422;0.993961557;229.57627;-0.257594999;0.725246589;0.217546177;122.9750567
324;2;trainbfg;tansig;purelin;purelin;25;30;126.0733391;123.3673615;0.950591388;47.53726248;0.989058844;303.3339706;0.528347497;116.8263204;146.3568032;0.961121087;43.37717535;0.990313025;477.1691283;0.631826234;81.01685034;30.72385202;0.971672868;48.57863228;0.990720906;198.9972155;0.508402477;88.45812686;0.947427859;42.09782956;0.989697968;238.5139035;0.490074048;0.881168447;0.369318494;123.0232867
468;4;trainbfg;logsig;purelin;purelin;5;30;280.4296893;255.5404907;0.882828984;132.9150095;0.971176814;124.0315664;0.347317463;238.0205052;42.60370433;0.860968271;142.2028131;0.971792156;27.31796118;0.559304197;201.076038;92.59356529;0.897490566;160.0085096;0.974267809;37.90644302;0.652411583;163.6523918;0.860310128;127.2196766;0.962649553;78.25737709;0.44695199;0.899058737;0.364623168;123.0431485
333;5;trainbfg;tansig;purelin;purelin;35;15;82.89285475;142.3380628;0.968231205;55.51608143;0.992596559;178.7688423;0.145767958;81.01025969;191.4382453;0.969834892;58.38623947;0.99405408;219.399916;0.223863477;85.13692219;96.90850763;0.96949497;55.76274106;0.995373126;242.1030156;0.204542736;123.0727707;0.971944251;51.24643954;0.991252174;195.1978075;0.148446343;0.850295731;0.365962573;123.1723393
335;4;trainbfg;tansig;purelin;purelin;35;25;107.9213964;55.58650368;0.962955409;116.6075552;0.989222205;220.2920886;0.256008467;114.3488538;66.48211839;0.957799442;86.37160571;0.988940605;211.3153502;0.503786754;90.37926599;68.51603088;0.981281291;122.5710804;0.989424675;340.6471861;0.306693959;54.76883538;0.958805613;98.18673599;0.984327968;216.8042737;0.290842662;0.868953567;0.305354296;123.2532817
486;4;trainbfg;logsig;purelin;purelin;20;30;163.9920177;94.9388843;0.925549051;79.59449898;0.986817527;215.6610331;-0.258219488;176.509979;58.62964212;0.92124948;77.00112104;0.986979462;206.1165966;-0.043421544;147.0502046;94.06632043;0.924126066;74.50073531;0.99181921;189.9031766;-0.020508348;105.7808938;0.907631839;75.26525445;0.983579715;188.9213529;-0.187461681;0.846258429;0.331309544;123.3225004
664;4;trainbfg;purelin;purelin;purelin;30;20;284.4724112;157.6885811;0.876919564;117.1818154;0.9713553;224.8904282;0.333626595;311.2158294;32.80610365;0.823926515;149.1968029;0.969730915;98.70733764;0.164971485;233.2522924;131.1474539;0.898774304;137.6660591;0.980078064;204.485358;0.290896364;102.3816906;0.871648096;106.4153176;0.968114265;162.3540942;0.231622045;0.365537623;0.332708083;123.7170342
662;4;trainbfg;purelin;purelin;purelin;30;10;287.21847;144.6824292;0.876575096;119.0447691;0.972670057;200.6795889;0.470153954;298.0978482;113.3959962;0.841213181;134.2865819;0.965111661;181.6139533;0.393175701;210.4622018;109.0351973;0.880902449;128.5027802;0.977544421;147.2919792;0.28461835;101.7654364;0.87176247;104.9031667;0.968121914;164.530458;0.405714268;0.282347555;0.284926139;123.7330203
515;2;trainbfg;purelin;softmax;tansig;10;25;640.6406594;215.9100221;0.892036253;50.85853335;0.910207255;93.39449161;-0.832261781;432.818869;287.5399823;0.899226838;47.91949641;0.937104952;92.78244341;-0.821044707;527.9195616;199.2615316;0.905650548;50.58200585;0.914554705;93.22326898;-0.846119702;224.6918899;0.877781905;53.271174;0.889313394;93.79570788;-0.819576775;0.371729673;1;123.9195906
634;4;trainbfg;purelin;purelin;purelin;5;20;273.4864293;68.80137096;0.85677943;132.7922238;0.969846034;165.7619909;-0.448022489;272.3115065;150.5170323;0.882955952;108.5514003;0.973991064;185.4732637;-0.502866691;264.0259203;346.3680831;0.909685611;105.5214215;0.97875734;363.7683784;-0.569043899;94.64230502;0.870769348;108.3049071;0.968229163;168.8873546;-0.451966609;0.278850774;0.387189646;123.9448556
